symbol,date,high,low,open,price,volume,client_id,name,email,collateral_type,quantity,collateral_price,collateral_value,prev_close,price_change,collateral_fluctuation
Shell,2024-02-05,125.88221037784793,121.87702551844266,122.92941807155185,122.92941807155185,11484.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,7000,7.000000300203693E7,860505.9265008629,109.02169640739939,0.11791532818389326,860396.9048044556
Adyen,2024-02-04,150.49617115178032,124.93392162811256,142.84896314201413,142.84896314201413,19981.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,7000,7.000000231373122E7,999942.7419940989,99.65546916144386,0.2536584562731534,999843.0865249374
Shell,2024-02-03,123.41650204717996,93.7346969956201,120.73487531621538,120.73487531621538,15678.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,7000,7.00000060504978E7,845144.1272135077,124.36619875695091,-0.24630086042264596,845019.7610147507
ASML,2024-02-02,151.69612990572978,132.59183391521552,145.4856074048393,145.4856074048393,17301.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,7000,7.000000483213958E7,1018399.2518338751,115.1868583621674,0.1511020944622334,1018284.0649755129
ASML,2024-02-01,119.04358306521007,115.1868583621674,118.49553168465225,118.49553168465225,16961.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,7000,7.00000049208433E7,829468.7217925658,0.0,0.0,829468.7217925658
ING,2024-02-06,126.98047072660025,116.3318865252883,126.37321359431252,126.37321359431252,10938.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,6000,6.000000390372672E7,758239.281565875,106.25591653945168,0.0948273782203509,758133.0256493356
ASML,2024-02-05,139.50591567464625,118.98917103700299,132.86438516221892,132.86438516221892,13447.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,6000,6.000000096268722E7,797186.3109733135,123.21599118072656,-0.03430415243362284,797063.0949821328
Adyen,2024-02-04,150.49617115178032,124.93392162811256,142.84896314201413,142.84896314201413,19981.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,6000,6.000000407110772E7,857093.7788520848,99.65546916144386,0.2536584562731534,856994.1233829233
ABN,2024-02-03,139.4843358583505,111.2638761341948,133.3868503932467,133.3868503932467,10159.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,6000,6.000000447668736E7,800321.1023594802,111.93803655453031,-0.006022621452781115,800209.1643229257
ING,2024-02-02,125.4622882680956,95.28854767912803,122.63491820116424,122.63491820116424,11219.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,6000,6.00000005311517E7,735809.5092069855,90.85243784291724,0.048827636787036686,735718.6567691426
NN,2024-02-01,131.38721663322,109.41982124447578,131.27924383609547,131.27924383609547,10719.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,6000,6.0000002229999974E7,787675.4630165729,0.0,0.0,787675.4630165729
NN,2024-02-06,106.82889502073697,72.64145470251961,101.56228557046609,101.56228557046609,16123.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,5000,5.0000000087645195E7,507811.42785233044,99.44876260170332,-0.2695589889493966,507711.97908972873
Adyen,2024-02-05,116.99475186034798,89.4567246196705,115.1798106178274,115.1798106178274,18099.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,5000,5.000000914421648E7,575899.053089137,124.93392162811256,-0.28396768904802394,575774.1191675088
ASML,2024-02-04,144.8102602665986,123.21599118072656,142.90426025296773,142.90426025296773,17235.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,5000,5.0000001827155076E7,714521.3012648387,106.06448528843362,0.16170828383931568,714415.2367795502
Philips,2024-02-03,135.9258580292871,131.23340352983604,131.75060270049502,131.75060270049502,13940.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,5000,5.000000311215357E7,658753.0135024751,82.26462403445767,0.595259263263236,658670.7488784407
ING,2024-02-02,125.4622882680956,95.28854767912803,122.63491820116424,122.63491820116424,11219.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,5000,5.0000001528720364E7,613174.5910058212,90.85243784291724,0.048827636787036686,613083.7385679784
Philips,2024-02-01,121.80234469907917,94.92849932723456,115.8745494936279,115.8745494936279,19064.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,5000,5.000000441880219E7,579372.7474681395,0.0,0.0,579372.7474681395
Shell,2024-02-06,132.78426101519653,110.5475996680844,129.37226342355078,129.37226342355078,16179.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,4000,4.000000573528223E7,517489.0536942031,121.87702551844266,-0.09295784666687547,517367.17666868464
Philips,2024-02-05,108.1811905882798,76.83731240426823,102.72779421206097,102.72779421206097,11823.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,4000,4.000000039411364E7,410911.17684824386,91.4651845897349,-0.15992830770614713,410819.71166365413
ABN,2024-02-04,146.20818775349886,120.4617881391593,139.25600475869652,139.25600475869652,19250.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,4000,4.0000010538606755E7,557024.019034786,111.2638761341948,0.08266754965350064,556912.7551586519
ASML,2024-02-03,114.40121923480952,106.06448528843362,110.02272166946183,110.02272166946183,10510.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,4000,4.000001014767784E7,440090.8866778473,132.59183391521552,-0.20006774054987836,439958.2948439321
Shell,2024-02-02,132.97061065916378,124.36619875695091,130.17407928296672,130.17407928296672,11265.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,4000,4.0000004701887056E7,520696.3171318669,117.61224712766118,0.057425581044793006,520578.70488473924
NN,2024-02-01,131.38721663322,109.41982124447578,131.27924383609547,131.27924383609547,10719.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,4000,4.00000052779124E7,525116.9753443819,0.0,0.0,525116.9753443819
Adyen,2024-02-06,134.13565116889893,117.62304473808209,132.795099504129,132.795099504129,19595.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,3000,3.0000001334995657E7,398385.29851238703,89.4567246196705,0.31485972953025093,398295.84178776736
ABN,2024-02-05,116.30834295214942,84.80175265738586,109.61799026656698,109.61799026656698,17617.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,3000,3.0000006718971007E7,328853.97079970094,120.4617881391593,-0.2960277780417672,328733.5090115618
ASML,2024-02-04,144.8102602665986,123.21599118072656,142.90426025296773,142.90426025296773,17235.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,3000,3.0000000026862703E7,428712.7807589032,106.06448528843362,0.16170828383931568,428606.71627361473
Shell,2024-02-03,123.41650204717996,93.7346969956201,120.73487531621538,120.73487531621538,15678.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,3000,3.000000089248813E7,362204.62594864616,124.36619875695091,-0.24630086042264596,362080.2597498892
NN,2024-02-02,121.35390752940476,91.50035400928614,117.46130626533689,117.46130626533689,14829.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,3000,3.000000332287536E7,352383.91879601066,109.41982124447578,-0.16376801781783512,352274.4989747662
Adyen,2024-02-01,143.2666336947004,135.46973145280583,139.32840060302493,139.32840060302493,12706.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,3000,3.000000134012064E7,417985.2018090748,0.0,0.0,417985.2018090748
ABN,2024-02-06,131.91644379425094,120.10422280933795,127.8288826368809,127.8288826368809,18502.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,2000,2.000000626221937E7,255657.76527376182,84.80175265738586,0.4162941100354416,255572.96352110442
ABN,2024-02-05,116.30834295214942,84.80175265738586,109.61799026656698,109.61799026656698,17617.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,2000,2.0000006960586064E7,219235.98053313396,120.4617881391593,-0.2960277780417672,219115.5187449948
Adyen,2024-02-04,150.49617115178032,124.93392162811256,142.84896314201413,142.84896314201413,19981.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,2000,2.0000007436132673E7,285697.9262840283,99.65546916144386,0.2536584562731534,285598.2708148668
Philips,2024-02-03,135.9258580292871,131.23340352983604,131.75060270049502,131.75060270049502,13940.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,2000,2.0000008954432845E7,263501.20540099003,82.26462403445767,0.595259263263236,263418.94077695557
Philips,2024-02-02,102.58111760179244,82.26462403445767,99.46437721136535,99.46437721136535,15982.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,2000,2.000000257930605E7,198928.75442273068,94.92849932723456,-0.1334043557259067,198833.82592340343
ASML,2024-02-01,119.04358306521007,115.1868583621674,118.49553168465225,118.49553168465225,16961.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,2000,2.0000006971930694E7,236991.0633693045,0.0,0.0,236991.0633693045
ING,2024-02-06,126.98047072660025,116.3318865252883,126.37321359431252,126.37321359431252,10938.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,1000,1.0000000888585642E7,126373.21359431252,106.25591653945168,0.0948273782203509,126266.95767777307
Shell,2024-02-05,125.88221037784793,121.87702551844266,122.92941807155185,122.92941807155185,11484.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,1000,1.0000010427977955E7,122929.41807155185,109.02169640739939,0.11791532818389326,122820.39637514444
Philips,2024-02-04,123.37659733441122,91.4651845897349,119.90683671853822,119.90683671853822,13058.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,1000,1.0000005131084146E7,119906.83671853822,131.23340352983604,-0.30303427229988583,119775.60331500838
NN,2024-02-03,143.3144087143629,119.94585023073927,141.62078821825006,141.62078821825006,11405.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,1000,1.000000418619428E7,141620.78821825006,91.50035400928614,0.3108785373504267,141529.2878642408
NN,2024-02-02,121.35390752940476,91.50035400928614,117.46130626533689,117.46130626533689,14829.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,1000,1.0000006936549172E7,117461.30626533688,109.41982124447578,-0.16376801781783512,117351.88644409241
Adyen,2024-02-01,143.2666336947004,135.46973145280583,139.32840060302493,139.32840060302493,12706.0,100010,Pip RRWTAX,wrightaoikz@gmail,stock,1000,1.000000031603992E7,139328.40060302493,0.0,0.0,139328.40060302493
NN,2024-02-06,106.82889502073697,72.64145470251961,101.56228557046609,101.56228557046609,16123.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,9000,9.000001006640808E7,914060.5701341948,99.44876260170332,-0.2695589889493966,913961.1213715931
ABN,2024-02-05,116.30834295214942,84.80175265738586,109.61799026656698,109.61799026656698,17617.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,9000,9.000000321722208E7,986561.9123991028,120.4617881391593,-0.2960277780417672,986441.4506109636
Shell,2024-02-04,133.87058700813412,109.02169640739939,130.84273479004818,130.84273479004818,15887.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,9000,9.000000507113636E7,1177584.6131104336,93.7346969956201,0.1630879482385653,1177490.8784134379
ABN,2024-02-03,139.4843358583505,111.2638761341948,133.3868503932467,133.3868503932467,10159.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,9000,9.000000247480446E7,1200481.6535392203,111.93803655453031,-0.006022621452781115,1200369.7155026658
Adyen,2024-02-02,122.53910100517136,102.30059885690468,120.4141619217107,120.4141619217107,18539.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,9000,9.000000486575398E7,1083727.4572953964,135.46973145280583,-0.24484534102332978,1083591.9875639435
Philips,2024-02-01,121.80234469907917,94.92849932723456,115.8745494936279,115.8745494936279,19064.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,9000,9.000000547035037E7,1042870.945442651,0.0,0.0,1042870.945442651
ABN,2024-02-06,131.91644379425094,120.10422280933795,127.8288826368809,127.8288826368809,18502.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,8000,8.000000695025827E7,1022631.0610950473,84.80175265738586,0.4162941100354416,1022546.2593423899
NN,2024-02-05,131.4831567183825,99.44876260170332,124.01070033098132,124.01070033098132,13950.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,8000,8.000000833115216E7,992085.6026478505,138.71017200740377,-0.2830463608941732,991946.8924758431
ASML,2024-02-04,144.8102602665986,123.21599118072656,142.90426025296773,142.90426025296773,17235.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,8000,8.000000517952792E7,1143234.082023742,106.06448528843362,0.16170828383931568,1143128.0175384535
Shell,2024-02-03,123.41650204717996,93.7346969956201,120.73487531621538,120.73487531621538,15678.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,8000,8.000000484021632E7,965879.002529723,124.36619875695091,-0.24630086042264596,965754.636330966
ASML,2024-02-02,151.69612990572978,132.59183391521552,145.4856074048393,145.4856074048393,17301.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,8000,8.00000067734684E7,1163884.8592387144,115.1868583621674,0.1511020944622334,1163769.6723803524
Shell,2024-02-01,146.54642628160386,117.61224712766118,146.33993612201806,146.33993612201806,18657.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,8000,8.000000141254969E7,1170719.4889761445,0.0,0.0,1170719.4889761445
ABN,2024-02-06,131.91644379425094,120.10422280933795,127.8288826368809,127.8288826368809,18502.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,7000,7.000000026367578E7,894802.1784581663,84.80175265738586,0.4162941100354416,894717.3767055089
Adyen,2024-02-05,116.99475186034798,89.4567246196705,115.1798106178274,115.1798106178274,18099.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,7000,7.000000820526682E7,806258.6743247918,124.93392162811256,-0.28396768904802394,806133.7404031636
Adyen,2024-02-04,150.49617115178032,124.93392162811256,142.84896314201413,142.84896314201413,19981.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,7000,7.000000166231164E7,999942.7419940989,99.65546916144386,0.2536584562731534,999843.0865249374
Philips,2024-02-03,135.9258580292871,131.23340352983604,131.75060270049502,131.75060270049502,13940.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,7000,7.000000302677657E7,922254.2189034652,82.26462403445767,0.595259263263236,922171.9542794308
Shell,2024-02-02,132.97061065916378,124.36619875695091,130.17407928296672,130.17407928296672,11265.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,7000,7.000000933806108E7,911218.554980767,117.61224712766118,0.057425581044793006,911100.9427336393
ASML,2024-02-01,119.04358306521007,115.1868583621674,118.49553168465225,118.49553168465225,16961.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,7000,7.000000203855173E7,829468.7217925658,0.0,0.0,829468.7217925658
ING,2024-02-06,126.98047072660025,116.3318865252883,126.37321359431252,126.37321359431252,10938.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,6000,6.000000156910123E7,758239.281565875,106.25591653945168,0.0948273782203509,758133.0256493356
ABN,2024-02-05,116.30834295214942,84.80175265738586,109.61799026656698,109.61799026656698,17617.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,6000,6.000000947633361E7,657707.9415994019,120.4617881391593,-0.2960277780417672,657587.4798112627
ABN,2024-02-04,146.20818775349886,120.4617881391593,139.25600475869652,139.25600475869652,19250.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,6000,6.000000586767291E7,835536.0285521791,111.2638761341948,0.08266754965350064,835424.7646760449
Philips,2024-02-03,135.9258580292871,131.23340352983604,131.75060270049502,131.75060270049502,13940.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,6000,6.000000255822206E7,790503.6162029702,82.26462403445767,0.595259263263236,790421.3515789357
Adyen,2024-02-02,122.53910100517136,102.30059885690468,120.4141619217107,120.4141619217107,18539.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,6000,6.000000717687782E7,722484.9715302642,135.46973145280583,-0.24484534102332978,722349.5017988115
Philips,2024-02-01,121.80234469907917,94.92849932723456,115.8745494936279,115.8745494936279,19064.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,6000,6.000000428416762E7,695247.2969617674,0.0,0.0,695247.2969617674
NN,2024-02-06,106.82889502073697,72.64145470251961,101.56228557046609,101.56228557046609,16123.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,5000,5.000000714911413E7,507811.42785233044,99.44876260170332,-0.2695589889493966,507711.97908972873
ABN,2024-02-05,116.30834295214942,84.80175265738586,109.61799026656698,109.61799026656698,17617.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,5000,5.000000426291186E7,548089.9513328349,120.4617881391593,-0.2960277780417672,547969.4895446957
ABN,2024-02-04,146.20818775349886,120.4617881391593,139.25600475869652,139.25600475869652,19250.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,5000,5.000000267702682E7,696280.0237934826,111.2638761341948,0.08266754965350064,696168.7599173484
ABN,2024-02-03,139.4843358583505,111.2638761341948,133.3868503932467,133.3868503932467,10159.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,5000,5.000000304979318E7,666934.2519662335,111.93803655453031,-0.006022621452781115,666822.313929679
Adyen,2024-02-02,122.53910100517136,102.30059885690468,120.4141619217107,120.4141619217107,18539.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,5000,5.000000428030445E7,602070.8096085535,135.46973145280583,-0.24484534102332978,601935.3398771008
Adyen,2024-02-01,143.2666336947004,135.46973145280583,139.32840060302493,139.32840060302493,12706.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,5000,5.0000007674814045E7,696642.0030151247,0.0,0.0,696642.0030151247
Philips,2024-02-06,106.446057320935,80.11511764571418,101.68251685140172,101.68251685140172,12194.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,4000,4.000000744244159E7,406730.06740560685,76.83731240426823,0.04265903034453178,406653.2300932026
NN,2024-02-05,131.4831567183825,99.44876260170332,124.01070033098132,124.01070033098132,13950.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,4000,4.0000009666135944E7,496042.80132392526,138.71017200740377,-0.2830463608941732,495904.0911519179
Philips,2024-02-04,123.37659733441122,91.4651845897349,119.90683671853822,119.90683671853822,13058.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,4000,4.0000004649511166E7,479627.3468741529,131.23340352983604,-0.30303427229988583,479496.11347062304
ASML,2024-02-03,114.40121923480952,106.06448528843362,110.02272166946183,110.02272166946183,10510.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,4000,4.000000681113362E7,440090.8866778473,132.59183391521552,-0.20006774054987836,439958.2948439321
ASML,2024-02-02,151.69612990572978,132.59183391521552,145.4856074048393,145.4856074048393,17301.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,4000,4.000001031231469E7,581942.4296193572,115.1868583621674,0.1511020944622334,581827.242760995
Adyen,2024-02-01,143.2666336947004,135.46973145280583,139.32840060302493,139.32840060302493,12706.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,4000,4.0000008461434804E7,557313.6024120997,0.0,0.0,557313.6024120997
NN,2024-02-06,106.82889502073697,72.64145470251961,101.56228557046609,101.56228557046609,16123.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,3000,3.0000000251967866E7,304686.8567113983,99.44876260170332,-0.2695589889493966,304587.4079487966
Shell,2024-02-05,125.88221037784793,121.87702551844266,122.92941807155185,122.92941807155185,11484.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,3000,3.0000002039641965E7,368788.25421465555,109.02169640739939,0.11791532818389326,368679.23251824814
Philips,2024-02-04,123.37659733441122,91.4651845897349,119.90683671853822,119.90683671853822,13058.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,3000,3.0000010160098094E7,359720.51015561464,131.23340352983604,-0.30303427229988583,359589.2767520848
Philips,2024-02-03,135.9258580292871,131.23340352983604,131.75060270049502,131.75060270049502,13940.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,3000,3.000000299332621E7,395251.8081014851,82.26462403445767,0.595259263263236,395169.5434774506
ASML,2024-02-02,151.69612990572978,132.59183391521552,145.4856074048393,145.4856074048393,17301.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,3000,3.000000507180025E7,436456.8222145179,115.1868583621674,0.1511020944622334,436341.63535615575
ASML,2024-02-01,119.04358306521007,115.1868583621674,118.49553168465225,118.49553168465225,16961.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,3000,3.0000000077717263E7,355486.5950539567,0.0,0.0,355486.5950539567
Shell,2024-02-06,132.78426101519653,110.5475996680844,129.37226342355078,129.37226342355078,16179.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,2000,2.0000007161696423E7,258744.52684710154,121.87702551844266,-0.09295784666687547,258622.6498215831
ABN,2024-02-05,116.30834295214942,84.80175265738586,109.61799026656698,109.61799026656698,17617.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,2000,2.0000000149189133E7,219235.98053313396,120.4617881391593,-0.2960277780417672,219115.5187449948
NN,2024-02-04,150.1684413706118,138.71017200740377,142.30404599520756,142.30404599520756,10927.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,2000,2.000000854629893E7,284608.0919904151,119.94585023073927,0.1564399413616033,284488.14614018437
Adyen,2024-02-03,106.71366287800495,99.65546916144386,105.05690088403709,105.05690088403709,16117.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,2000,2.0000008302281767E7,210113.8017680742,102.30059885690468,-0.025856443901767966,210011.50116921728
Adyen,2024-02-02,122.53910100517136,102.30059885690468,120.4141619217107,120.4141619217107,18539.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,2000,2.000000124705821E7,240828.3238434214,135.46973145280583,-0.24484534102332978,240692.8541119686
ABN,2024-02-01,112.2050593245938,99.21307119160537,108.57213920149158,108.57213920149158,16196.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,2000,2.0000004033801865E7,217144.27840298315,0.0,0.0,217144.27840298315
Philips,2024-02-06,106.446057320935,80.11511764571418,101.68251685140172,101.68251685140172,12194.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,1000,1.000000462403141E7,101682.51685140171,76.83731240426823,0.04265903034453178,101605.67953899744
NN,2024-02-05,131.4831567183825,99.44876260170332,124.01070033098132,124.01070033098132,13950.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,1000,1.000000212719545E7,124010.70033098132,138.71017200740377,-0.2830463608941732,123871.99015897392
ASML,2024-02-04,144.8102602665986,123.21599118072656,142.90426025296773,142.90426025296773,17235.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,1000,1.0000002092246689E7,142904.26025296774,106.06448528843362,0.16170828383931568,142798.1957676793
ASML,2024-02-03,114.40121923480952,106.06448528843362,110.02272166946183,110.02272166946183,10510.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,1000,1.000000551710763E7,110022.72166946183,132.59183391521552,-0.20006774054987836,109890.12983554661
ING,2024-02-02,125.4622882680956,95.28854767912803,122.63491820116424,122.63491820116424,11219.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,1000,1.000000382403127E7,122634.91820116424,90.85243784291724,0.048827636787036686,122544.06576332133
Philips,2024-02-01,121.80234469907917,94.92849932723456,115.8745494936279,115.8745494936279,19064.0,100011,Electra YGWXUSD,thomaszbjqtt@yahoo,stock,1000,1.0000005121850828E7,115874.5494936279,0.0,0.0,115874.5494936279
ASML,2024-02-06,110.96277980722286,92.25222686492069,109.70637029289132,109.70637029289132,16020.0,100012,Wright EYJZQX,thomasxtkoecy@yahoo,stock,9000,9.000000910822217E7,987357.3326360219,118.98917103700299,-0.22470065081609575,987238.3434649849
Philips,2024-02-05,108.1811905882798,76.83731240426823,102.72779421206097,102.72779421206097,11823.0,100012,Wright EYJZQX,thomasxtkoecy@yahoo,stock,9000,9.000000353069653E7,924550.1479085487,91.4651845897349,-0.15992830770614713,924458.682723959
ASML,2024-02-04,144.8102602665986,123.21599118072656,142.90426025296773,142.90426025296773,17235.0,100012,Wright EYJZQX,thomasxtkoecy@yahoo,stock,9000,9.00000029076166E7,1286138.3422767096,106.06448528843362,0.16170828383931568,1286032.2777914212
Adyen,2024-02-03,106.71366287800495,99.65546916144386,105.05690088403709,105.05690088403709,16117.0,100012,Wright EYJZQX,thomasxtkoecy@yahoo,stock,9000,9.000000429417439E7,945512.1079563338,102.30059885690468,-0.025856443901767966,945409.8073574769
